timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1776848501830,462,WS Read Math AI Tutor Chunk,200,OK,Virtual Student 1-1,text,true,,3,0,1,1,null,0,0,0
1776848502701,810,WS Read Math AI Tutor Chunk,No response,"Read timeout, no response received.",Virtual Student 1-1,,true,,0,0,1,1,null,0,0,0
1776848503928,0,WS Send Math Question,200,OK,Virtual Student 1-1,,true,,0,108,1,1,null,0,0,0
1776848504332,1,Log Math Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776848504736,0,WS Send Math Question,200,OK,Virtual Student 1-1,,true,,0,123,1,1,null,0,0,0
1776848505140,1,Log Math Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776848505547,1,WS Send Math Question,200,OK,Virtual Student 1-1,,true,,0,106,1,1,null,0,0,0
1776848505953,1,Log Math Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776848506357,1,WS Send Math Question,200,OK,Virtual Student 1-1,,true,,0,125,1,1,null,0,0,0
1776848506770,2,Log Math Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776848507180,47,Verify 5 Math Questions Sent,200,Verified 5 Math questions sent,Virtual Student 1-1,text,true,,95,0,1,1,null,0,0,0
1776848507628,24,Initialize BI Question Counter,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776848508064,0,WS Send BI Question,200,OK,Virtual Student 1-1,,true,,0,142,1,1,null,0,0,0
1776848508470,31,Log BI Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776848508910,1,WS Read BI AI Tutor Chunk,200,OK,Virtual Student 1-1,text,true,,164,0,1,1,null,0,0,0
1776848509316,1,WS Read BI AI Tutor Chunk,200,OK,Virtual Student 1-1,text,true,,164,0,1,1,null,0,0,0
